% Model:              Numerators_sphereDipole.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 17 2025, 13:18
% Dimension:          1
% Nodes:              1001
% Expressions:        42
% Description:        Radiation pattern
% theta                   (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle
0                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.006283185307179587      8.042140329455137E-16    0.006283185307179587     1.5931021687482505E-15   0.006283185307179587     1.2438102882660387E-15   0.006283185307179587     2.011354354517957E-15    0.006283185307179587     1.4230345159754785E-14   0.006283185307179587     2.8213918295817934E-13   0.006283185307179587     5.476860460341772E-15    0.006283185307179587     1.6097810476628198E-15   0.006283185307179587     5.0318006166215965E-18   0.006283185307179587     3.8689796408623683E-16   0.006283185307179587     2.471922875623253E-16    0.006283185307179587     2.276472340358899E-18    0.006283185307179587     1.7172525984865595E-16   0.006283185307179587     8.473213390088856E-17    0.006283185307179587     1.1461016525786864E-17   0.006283185307179587     1.1267161078287465E-16   0.006283185307179587     3.2397761098539387E-17   0.006283185307179587     2.2273402016156475E-17   0.006283185307179587     7.678659437832776E-17    0.006283185307179587     1.0067184924611429E-17   0.006283185307179587     3.106514931663419E-17    0.006283185307179587
0.012566370614359173      2.3181930964291104E-15   0.012566370614359173     4.269366279338291E-15    0.012566370614359173     3.0698339400294294E-15   0.012566370614359173     4.5363641738388136E-15   0.012566370614359173     2.8986883629947196E-14   0.012566370614359173     5.13668785925665E-13     0.012566370614359173     8.79913864226664E-15     0.012566370614359173     2.253988249929415E-15    0.012566370614359173     6.124410405781259E-18    0.012566370614359173     3.9054383009294426E-16   0.012566370614359173     2.0675448644684627E-16   0.012566370614359173     1.4717102656627569E-18   0.012566370614359173     8.996414214565217E-17    0.012566370614359173     3.376292591646839E-17    0.012566370614359173     3.166562272507839E-18    0.012566370614359173     2.141225621372703E-17    0.012566370614359173     3.842229560362732E-18    0.012566370614359173     1.290029986593528E-18    0.012566370614359173     1.7854054263360556E-18   0.012566370614359173     4.4981060068861734E-20   0.012566370614359173     4.142117017365352E-20    0.012566370614359173
0.01884955592153876       2.8812272726642047E-15   0.01884955592153876      4.57522579748845E-15     0.01884955592153876      2.7563908119514767E-15   0.01884955592153876      3.311464738771627E-15    0.01884955592153876      1.640312583024104E-14    0.01884955592153876      2.1253475423050348E-13   0.01884955592153876      2.4334246932395003E-15   0.01884955592153876      3.6285414125119953E-16   0.01884955592153876      4.721925896374265E-19    0.01884955592153876      5.648156143734281E-18    0.01884955592153876      3.199807172692997E-19    0.01884955592153876      8.382435093993246E-20    0.01884955592153876      1.4949354697736565E-17   0.01884955592153876      1.3034053854773775E-17   0.01884955592153876      2.6387008741922267E-18   0.01884955592153876      3.2414344849034295E-17   0.01884955592153876      1.0694700100212744E-17   0.01884955592153876      7.880451457948548E-18    0.01884955592153876      2.692227825091516E-17    0.01884955592153876      3.3423477283864443E-18   0.01884955592153876      8.799555062272713E-18    0.01884955592153876
0.025132741228718346      1.9360614428838336E-15   0.025132741228718346     2.2458603306592697E-15   0.025132741228718346     8.678665648378016E-16    0.025132741228718346     5.299796604440133E-16    0.025132741228718346     6.736898616852392E-16    0.025132741228718346     6.291571760428322E-16    0.025132741228718346     3.6413168244604567E-16   0.025132741228718346     2.926090373989379E-16    0.025132741228718346     1.4766242800673558E-18   0.025132741228718346     1.520129482353792E-16    0.025132741228718346     1.0636196953055799E-16   0.025132741228718346     9.08743528308864E-19     0.025132741228718346     6.137154423509041E-17    0.025132741228718346     2.2791523425313285E-17   0.025132741228718346     1.8442680845016424E-18   0.025132741228718346     9.440572812471354E-18    0.025132741228718346     8.592096372324869E-19    0.025132741228718346     1.0191574694923844E-20   0.025132741228718346     9.633048769131986E-19    0.025132741228718346     4.863456456733449E-19    0.025132741228718346     3.4509218866380616E-18   0.025132741228718346
0.031415926535897934      5.346665127049745E-16    0.03141592653589793      1.9366443670067398E-16   0.03141592653589793      4.920368059385318E-18    0.03141592653589793      2.607858769591937E-16    0.03141592653589793      4.817559999592305E-15    0.03141592653589793      1.4325985368624957E-13   0.03141592653589793      3.1476843715144744E-15   0.03141592653589793      8.516215983741565E-16    0.03141592653589793      2.0842401811876687E-18   0.03141592653589793      9.304986595195317E-17    0.03141592653589793      2.520628718732896E-17    0.03141592653589793      1.8229474111875064E-20   0.03141592653589793      4.902961844298675E-19    0.03141592653589793      3.70274940541258E-18     0.03141592653589793      1.4110258107887518E-18   0.03141592653589793      2.0664570287756274E-17   0.03141592653589793      7.116010054461936E-18    0.03141592653589793      4.7497719354120116E-18   0.03141592653589793      1.3156723803548304E-17   0.03141592653589793      1.092440653859439E-18    0.03141592653589793      1.2541760158825728E-18   0.03141592653589793
0.03769911184307752       4.839287088183602E-18    0.037699111843077525     3.680458531751695E-16    0.037699111843077525     6.990625945804768E-16    0.037699111843077525     1.502645954042014E-15    0.037699111843077525     1.0188522214011886E-14   0.037699111843077525     1.461629674866273E-13    0.037699111843077525     1.4610626565785823E-15   0.037699111843077525     1.2170615274761194E-16   0.037699111843077525     9.607421216587787E-21    0.037699111843077525     1.540859721633127E-17    0.037699111843077525     3.362227620711312E-17    0.037699111843077525     5.544566985224378E-19    0.037699111843077525     4.2952793100686465E-17   0.037699111843077525     1.802765289535504E-17    0.037699111843077525     1.386064393575901E-18    0.037699111843077525     4.925063993991209E-18    0.037699111843077525     9.76562439924733E-20     0.037699111843077525     3.878162136473626E-19    0.037699111843077525     5.1875829978066684E-18   0.037699111843077525     1.2803136621663707E-18   0.037699111843077525     5.056678561944064E-18    0.037699111843077525
0.0439822971502571        4.825370526195689E-16    0.0439822971502571       1.510822782544675E-15    0.0439822971502571       1.1476765341086688E-15   0.0439822971502571       1.2276368425625468E-15   0.0439822971502571       3.455421620232591E-15    0.0439822971502571       7.959500000155455E-15    0.0439822971502571       1.1548693373050297E-16   0.0439822971502571       2.318579710857273E-16    0.0439822971502571       1.325080005156116E-18    0.0439822971502571       1.126841810104722E-16    0.0439822971502571       5.339053197713335E-17    0.0439822971502571       1.8090147482588348E-19   0.0439822971502571       1.8701105452030842E-18   0.0439822971502571       7.91247685765915E-19     0.0439822971502571       8.814145499168702E-19    0.0439822971502571       1.596083815101628E-17    0.0439822971502571       5.336193821724495E-18    0.0439822971502571       2.7382913884437237E-18   0.0439822971502571       4.365242329553125E-18    0.0439822971502571       1.0236174818638506E-19   0.0439822971502571       2.7708939930657008E-19   0.0439822971502571
0.05026548245743669       1.0037182694246123E-15   0.05026548245743669      1.5278977061872172E-15   0.05026548245743669      5.234575534781578E-16    0.05026548245743669      1.1755383088807723E-16   0.05026548245743669      3.678465738345185E-16    0.05026548245743669      5.6263365045658E-14      0.05026548245743669      1.874666622828713E-15    0.05026548245743669      5.141405060258948E-16    0.05026548245743669      9.38736818354799E-19     0.05026548245743669      1.194133588557641E-17    0.05026548245743669      1.4415517196050618E-18   0.05026548245743669      2.0635866121139208E-19   0.05026548245743669      2.8239743123909974E-17   0.05026548245743669      1.4471115004841113E-17   0.05026548245743669      1.0749074610082292E-18   0.05026548245743669      2.7469588269731073E-18   0.05026548245743669      4.942634525163324E-20    0.05026548245743669      1.107303864518186E-18    0.05026548245743669      8.331105528969589E-18    0.05026548245743669      1.2397831060176729E-18   0.05026548245743669      2.5024328250318626E-18   0.05026548245743669
0.05654866776461628       8.255921163838469E-16    0.05654866776461628      4.879813727408011E-16    0.05654866776461628      4.204904614153119E-18    0.05654866776461628      3.018096777319092E-16    0.05654866776461628      5.453629155139047E-15    0.05654866776461628      1.108232445655081E-13    0.05654866776461628      1.088607476380088E-15    0.05654866776461628      4.1493637896900624E-17   0.05654866776461628      7.402659840487953E-20    0.05654866776461628      5.173734476345397E-17    0.05654866776461628      4.917607134439655E-17    0.05654866776461628      2.7088636435784047E-19   0.05654866776461628      7.687134457386326E-18    0.05654866776461628      6.9308147807706E-20      0.05654866776461628      6.540554509121682E-19    0.05654866776461628      1.322672437905071E-17    0.05654866776461628      3.983470003747568E-18    0.05654866776461628      1.255273671877847E-18    0.05654866776461628      4.1322420005059686E-19   0.05654866776461628      1.466219611403203E-19    0.05654866776461628      2.389840882219614E-18    0.05654866776461628
