% Model:              Numerators_sphereDipole.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 17 2025, 11:59
% Dimension:          1
% Nodes:              1001
% Expressions:        40
% Description:        Radiation pattern
% theta                   (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle
0                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.006283185307179587      6.014182272805123E-18    0.006283185307179587     4.059284209632513E-18    0.006283185307179587     3.0760772799681033E-18   0.006283185307179587     3.1162148597753796E-18   0.006283185307179587     3.3256121114778643E-18   0.006283185307179587     3.56575073891592E-18     0.006283185307179587     3.811436908291972E-18    0.006283185307179587     4.065670811282516E-18    0.006283185307179587     4.3194076946970025E-18   0.006283185307179587     4.5871714322607565E-18   0.006283185307179587     4.847549477231881E-18    0.006283185307179587     5.1176339791038866E-18   0.006283185307179587     5.4013206345410955E-18   0.006283185307179587     5.658769932729317E-18    0.006283185307179587     5.930123783067187E-18    0.006283185307179587     6.206308090723559E-18    0.006283185307179587     6.521110547601871E-18    0.006283185307179587     6.821768503805902E-18    0.006283185307179587     7.144783765126644E-18    0.006283185307179587     7.484823100901152E-18    0.006283185307179587
0.012566370614359173      1.0964534938808821E-17   0.012566370614359173     7.401067864486617E-18    0.012566370614359173     5.608925736515003E-18    0.012566370614359173     5.6825307580067645E-18   0.012566370614359173     6.064738676864917E-18    0.012566370614359173     6.503011358313113E-18    0.012566370614359173     6.951404969103776E-18    0.012566370614359173     7.415378251614111E-18    0.012566370614359173     7.878410156425962E-18    0.012566370614359173     8.366985124218243E-18    0.012566370614359173     8.842040598712779E-18    0.012566370614359173     9.33474219357378E-18     0.012566370614359173     9.852196816806928E-18    0.012566370614359173     1.0321699762947376E-17   0.012566370614359173     1.0816502515036112E-17   0.012566370614359173     1.1319986132218686E-17   0.012566370614359173     1.1893744997653907E-17   0.012566370614359173     1.244159694896702E-17    0.012566370614359173     1.3030031183234614E-17   0.012566370614359173     1.364936915415951E-17    0.012566370614359173
0.01884955592153876       4.556356315220822E-18    0.01884955592153876      3.0760495655562195E-18   0.01884955592153876      2.331639736946813E-18    0.01884955592153876      2.3626239815449796E-18   0.01884955592153876      2.521861218002603E-18    0.01884955592153876      2.7044055786900463E-18   0.01884955592153876      2.8911609545473575E-18   0.01884955592153876      3.0843727794514903E-18   0.01884955592153876      3.2771419481732394E-18   0.01884955592153876      3.480479081396866E-18    0.01884955592153876      3.6781290082733076E-18   0.01884955592153876      3.8830427145620035E-18   0.01884955592153876      4.098173631881149E-18    0.01884955592153876      4.293243452371013E-18    0.01884955592153876      4.498758900688045E-18    0.01884955592153876      4.7077245884636026E-18   0.01884955592153876      4.945717970107926E-18    0.01884955592153876      5.17280702853085E-18     0.01884955592153876      5.416534082523916E-18    0.01884955592153876      5.672938311379812E-18    0.01884955592153876
0.025132741228718346      1.3761842443327423E-20   0.025132741228718346     9.188138749259785E-21    0.025132741228718346     6.862575874149084E-21    0.025132741228718346     6.865170392568836E-21    0.025132741228718346     7.243980443825093E-21    0.025132741228718346     7.686118402737431E-21    0.025132741228718346     8.130911439222458E-21    0.025132741228718346     8.590578420525864E-21    0.025132741228718346     9.04348164230105E-21     0.025132741228718346     9.52305303727022E-21     0.025132741228718346     9.982153948027784E-21    0.025132741228718346     1.0461255832935699E-20   0.025132741228718346     1.096548972640461E-20    0.025132741228718346     1.141391515248587E-20    0.025132741228718346     1.1891142529499723E-20   0.025132741228718346     1.2382327215730525E-20   0.025132741228718346     1.2960099854388515E-20   0.025132741228718346     1.3510597807483204E-20   0.025132741228718346     1.411653541343383E-20    0.025132741228718346     1.4763900640411354E-20   0.025132741228718346
0.031415926535897934      3.0418937441824285E-18   0.03141592653589793      2.0536756912810622E-18   0.03141592653589793      1.5568173226881405E-18   0.03141592653589793      1.5775980994133924E-18   0.03141592653589793      1.6840556713696314E-18   0.03141592653589793      1.8061380748913392E-18   0.03141592653589793      1.9310067073173466E-18   0.03141592653589793      2.0602740978584096E-18   0.03141592653589793      2.189328797152934E-18    0.03141592653589793      2.3255368502858217E-18   0.03141592653589793      2.4580177130745197E-18   0.03141592653589793      2.595463159799313E-18    0.03141592653589793      2.7398702782010785E-18   0.03141592653589793      2.870968137849847E-18    0.03141592653589793      3.009144210593825E-18    0.03141592653589793      3.1498196130042154E-18   0.03141592653589793      3.310156748443868E-18    0.03141592653589793      3.4633185708742752E-18   0.03141592653589793      3.6279019684360654E-18   0.03141592653589793      3.801141473878223E-18    0.03141592653589793
0.03769911184307752       3.126102685080246E-18    0.037699111843077525     2.1118776188208042E-18   0.037699111843077525     1.6021989288107113E-18   0.037699111843077525     1.624666249896106E-18    0.037699111843077525     1.7352590642343893E-18   0.037699111843077525     1.8619890112717952E-18   0.037699111843077525     1.9915850469493463E-18   0.037699111843077525     2.1257318340552808E-18   0.037699111843077525     2.2596022326879247E-18   0.037699111843077525     2.4007955298720727E-18   0.037699111843077525     2.53804735473199E-18     0.037699111843077525     2.6803235222021824E-18   0.037699111843077525     2.8297048910886573E-18   0.037699111843077525     2.9651405594306012E-18   0.037699111843077525     3.1077718551854024E-18   0.037699111843077525     3.252741631225363E-18    0.037699111843077525     3.417714238311124E-18    0.037699111843077525     3.575051110105301E-18    0.037699111843077525     3.743824658868458E-18    0.037699111843077525     3.9212429413325125E-18   0.037699111843077525
0.0439822971502571        1.769160748865284E-19    0.0439822971502571       1.1988687134940618E-19   0.0439822971502571       9.129501205123566E-20    0.0439822971502571       9.287011244909806E-20    0.0439822971502571       9.944893392555648E-20    0.0439822971502571       1.0696919322745589E-19   0.0439822971502571       1.1463672985488725E-19   0.0439822971502571       1.225753991402947E-19    0.0439822971502571       1.3047341178411307E-19   0.0439822971502571       1.3877649081679805E-19   0.0439822971502571       1.4681284805392201E-19   0.0439822971502571       1.5510715201243055E-19   0.0439822971502571       1.6379114715713965E-19   0.0439822971502571       1.7158708722858094E-19   0.0439822971502571       1.7976495572574155E-19   0.0439822971502571       1.8800253532752789E-19   0.0439822971502571       1.9731273720541617E-19   0.0439822971502571       2.0609952318902392E-19   0.0439822971502571       2.1544301627004511E-19   0.0439822971502571       2.2519794974928775E-19   0.0439822971502571
0.05026548245743669       1.192938001295947E-18    0.05026548245743669      8.038666589934237E-19    0.05026548245743669      6.079087143551852E-19    0.05026548245743669      6.147825216546687E-19    0.05026548245743669      6.551405357831319E-19    0.05026548245743669      7.015065195741037E-19    0.05026548245743669      7.489709252163469E-19    0.05026548245743669      7.980801185613589E-19    0.05026548245743669      8.47122758589017E-19     0.05026548245743669      8.989338560416028E-19    0.05026548245743669      9.493600080841281E-19    0.05026548245743669      1.0017436742841027E-18   0.05026548245743669      1.056831558238574E-18    0.05026548245743669      1.106919555962726E-18    0.05026548245743669      1.1598054237725593E-18   0.05026548245743669      1.2137862112357615E-18   0.05026548245743669      1.2755140015273585E-18   0.05026548245743669      1.3346423260840079E-18   0.05026548245743669      1.398345528889493E-18    0.05026548245743669      1.4655947768099351E-18   0.05026548245743669
0.05654866776461628       2.378906863442877E-18    0.05654866776461628      1.6051225072191285E-18   0.05654866776461628      1.2158079325601746E-18   0.05654866776461628      1.2312310652072841E-18   0.05654866776461628      1.3135520693567013E-18   0.05654866776461628      1.4079813986100948E-18   0.05654866776461628      1.5046004295706263E-18   0.05654866776461628      1.6045560930336295E-18   0.05654866776461628      1.7043092169857628E-18   0.05654866776461628      1.809549484192208E-18    0.05654866776461628      1.9118753121153437E-18   0.05654866776461628      2.0180079924879957E-18   0.05654866776461628      2.1294773287735084E-18   0.05654866776461628      2.2305989638929855E-18   0.05654866776461628      2.3371989729693963E-18   0.05654866776461628      2.44567050632872E-18     0.05654866776461628      2.569318525628334E-18    0.05654866776461628      2.6874209757377387E-18   0.05654866776461628      2.814250360530323E-18    0.05654866776461628      2.947797979559574E-18    0.05654866776461628
