% Model:              DipoleAxial_above2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 12 2025, 19:03
% Dimension:          1
% Nodes:              361
% Expressions:        82
% Description:        Radiation pattern
% theta                   Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle
0                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.017453292519943295      1.7390070961389264E-11   0.017453292519943295     2.1156629563003204E-11   0.017453292519943295     2.5924697726828004E-11   0.017453292519943295     3.124643338295315E-11    0.017453292519943295     3.783322497664958E-11    0.017453292519943295     4.357485060105938E-11    0.017453292519943295     5.00263804408049E-11     0.017453292519943295     5.676328631665068E-11    0.017453292519943295     6.3178100335834E-11      0.017453292519943295     6.899936021970554E-11    0.017453292519943295     7.470441091760796E-11    0.017453292519943295     7.976372348521051E-11    0.017453292519943295     8.484056217211791E-11    0.017453292519943295     8.875821669859205E-11    0.017453292519943295     9.18901254444152E-11     0.017453292519943295     9.431565693359988E-11    0.017453292519943295     9.683565755475423E-11    0.017453292519943295     1.0001034142671772E-10   0.017453292519943295     1.0454035591737813E-10   0.017453292519943295     1.1005669488738022E-10   0.017453292519943295     1.163123647911083E-10    0.017453292519943295     1.2308685070676407E-10   0.017453292519943295     1.303490468194748E-10    0.017453292519943295     1.3811580644401135E-10   0.017453292519943295     1.4625213443949762E-10   0.017453292519943295     1.5464480832181767E-10   0.017453292519943295     1.6312436277653785E-10   0.017453292519943295     1.7110894867009465E-10   0.017453292519943295     1.7843305864015688E-10   0.017453292519943295     1.8481608313067792E-10   0.017453292519943295     1.9011840295027368E-10   0.017453292519943295     1.9472642433336786E-10   0.017453292519943295     1.987368136352552E-10    0.017453292519943295     2.0263879552096917E-10   0.017453292519943295     2.0608078223127848E-10   0.017453292519943295     2.0967214925183848E-10   0.017453292519943295     2.129921264872971E-10    0.017453292519943295     2.1648892103434465E-10   0.017453292519943295     2.2022670452744046E-10   0.017453292519943295     2.247035184496571E-10    0.017453292519943295     2.2991041433247615E-10   0.017453292519943295
0.03490658503988659       6.249133065109564E-11    0.03490658503988659      7.691035026264713E-11    0.03490658503988659      9.531999844996146E-11    0.03490658503988659      1.1579170990109815E-10   0.03490658503988659      1.4089341244329883E-10   0.03490658503988659      1.6269347873268346E-10   0.03490658503988659      1.8712082915088912E-10   0.03490658503988659      2.1246867303711629E-10   0.03490658503988659      2.366540615222972E-10    0.03490658503988659      2.586351055859458E-10    0.03490658503988659      2.8024858622557855E-10   0.03490658503988659      2.99520954938987E-10     0.03490658503988659      3.1893986624885057E-10   0.03490658503988659      3.3411494974224615E-10   0.03490658503988659      3.4632433363230507E-10   0.03490658503988659      3.558284028520774E-10    0.03490658503988659      3.6554332668918856E-10   0.03490658503988659      3.7748420786966583E-10   0.03490658503988659      3.9434524238430736E-10   0.03490658503988659      4.147044564789091E-10    0.03490658503988659      4.376658495233275E-10    0.03490658503988659      4.6249983885013283E-10   0.03490658503988659      4.891607920645438E-10    0.03490658503988659      5.177485714412416E-10    0.03490658503988659      5.478884951852632E-10    0.03490658503988659      5.792612088891191E-10    0.03490658503988659      6.111110664440798E-10    0.03490658503988659      6.413938316850632E-10    0.03490658503988659      6.693662194386801E-10    0.03490658503988659      6.939432963574686E-10    0.03490658503988659      7.145509228197189E-10    0.03490658503988659      7.325043773430955E-10    0.03490658503988659      7.480671235961595E-10    0.03490658503988659      7.630845756358969E-10    0.03490658503988659      7.761103725781088E-10    0.03490658503988659      7.895164148453219E-10    0.03490658503988659      8.017084282335052E-10    0.03490658503988659      8.14447851407105E-10     0.03490658503988659      8.27992686902667E-10     0.03490658503988659      8.443397889416407E-10    0.03490658503988659      8.634877728070506E-10    0.03490658503988659
0.05235987755982988       5.533043301247204E-11    0.05235987755982988      6.826659182426717E-11    0.05235987755982988      8.478072124323596E-11    0.05235987755982988      1.0318578533493376E-10   0.05235987755982988      1.2582626910351235E-10   0.05235987755982988      1.455729843374087E-10    0.05235987755982988      1.678089544597304E-10    0.05235987755982988      1.9093895494939533E-10   0.05235987755982988      2.130947443679436E-10    0.05235987755982988      2.3327271933686815E-10   0.05235987755982988      2.5308741702547024E-10   0.05235987755982988      2.707065961372374E-10    0.05235987755982988      2.88349186839281E-10     0.05235987755982988      3.020798147884568E-10    0.05235987755982988      3.1304015833605054E-10   0.05235987755982988      3.214828773908215E-10    0.05235987755982988      3.300591367815393E-10    0.05235987755982988      3.40604529897177E-10     0.05235987755982988      3.5560331353080866E-10   0.05235987755982988      3.7380187214326203E-10   0.05235987755982988      3.943819642971353E-10    0.05235987755982988      4.167414697217431E-10    0.05235987755982988      4.408083915095475E-10    0.05235987755982988      4.666595569609667E-10    0.05235987755982988      4.939529151700525E-10    0.05235987755982988      5.223764584240169E-10    0.05235987755982988      5.511862976478639E-10    0.05235987755982988      5.785544118322908E-10    0.05235987755982988      6.037787288647855E-10    0.05235987755982988      6.259032681267775E-10    0.05235987755982988      6.444371433153785E-10    0.05235987755982988      6.605875694485731E-10    0.05235987755982988      6.746182861043931E-10    0.05235987755982988      6.882156830122779E-10    0.05235987755982988      7.00066393386084E-10     0.05235987755982988      7.123210935531518E-10    0.05235987755982988      7.234840271340591E-10    0.05235987755982988      7.351368309955036E-10    0.05235987755982988      7.474447133551042E-10    0.05235987755982988      7.622186015884265E-10    0.05235987755982988      7.794163822948568E-10    0.05235987755982988
0.06981317007977318       1.7215034740428856E-11   0.06981317007977318      2.1246180921707833E-11   0.06981317007977318      2.6315814529517123E-11   0.06981317007977318      3.2047427911635413E-11   0.06981317007977318      3.927392209222038E-11    0.06981317007977318      4.577466842865324E-11    0.06981317007977318      5.3342291997457704E-11   0.06981317007977318      6.140195649566647E-11    0.06981317007977318      6.93223248641439E-11     0.06981317007977318      7.663863423685948E-11    0.06981317007977318      8.376333116168935E-11    0.06981317007977318      9.001702600433167E-11    0.06981317007977318      9.603462157970067E-11    0.06981317007977318      1.0055452791211517E-10   0.06981317007977318      1.039372630237296E-10    0.06981317007977318      1.0631628300308829E-10   0.06981317007977318      1.0863295189779982E-10   0.06981317007977318      1.1156460149823656E-10   0.06981317007977318      1.1602270096509292E-10   0.06981317007977318      1.2166041549314645E-10   0.06981317007977318      1.2822684376119249E-10   0.06981317007977318      1.3559475541531697E-10   0.06981317007977318      1.4369120487711435E-10   0.06981317007977318      1.524928758214281E-10    0.06981317007977318      1.6184729950801552E-10   0.06981317007977318      1.7156426128011427E-10   0.06981317007977318      1.8129676930778287E-10   0.06981317007977318      1.9041504501497195E-10   0.06981317007977318      1.9864816070853541E-10   0.06981317007977318      2.0571507318304226E-10   0.06981317007977318      2.1150061862212176E-10   0.06981317007977318      2.164839631633789E-10    0.06981317007977318      2.2084773816510558E-10   0.06981317007977318      2.251983051162397E-10    0.06981317007977318      2.2914223101562945E-10   0.06981317007977318      2.33399369093812E-10     0.06981317007977318      2.374032811965768E-10    0.06981317007977318      2.416226510693839E-10    0.06981317007977318      2.459992388497115E-10    0.06981317007977318      2.510730939027394E-10    0.06981317007977318      2.5676652007583017E-10   0.06981317007977318
0.08726646259971647       2.4224226560325427E-11   0.08726646259971647      3.003694623383399E-11    0.08726646259971647      3.7515651934385223E-11   0.08726646259971647      4.557646035906617E-11    0.08726646259971647      5.503744677182979E-11    0.08726646259971647      6.285510339098678E-11    0.08726646259971647      7.120055568502405E-11    0.08726646259971647      7.958787578795364E-11    0.08726646259971647      8.731543087261695E-11    0.08726646259971647      9.427582016237704E-11    0.08726646259971647      1.0133793287365248E-10   0.08726646259971647      1.079031895118567E-10    0.08726646259971647      1.1497180248018868E-10   0.08726646259971647      1.2087487941932572E-10   0.08726646259971647      1.259964641873016E-10    0.08726646259971647      1.3029178804599788E-10   0.08726646259971647      1.346769690634656E-10    0.08726646259971647      1.3976160081312354E-10   0.08726646259971647      1.4643044296465057E-10   0.08726646259971647      1.540809702376049E-10    0.08726646259971647      1.6237753217070026E-10   0.08726646259971647      1.7103908237662876E-10   0.08726646259971647      1.8015677033178298E-10   0.08726646259971647      1.8989428836086007E-10   0.08726646259971647      2.002528705728024E-10    0.08726646259971647      2.1124945403490356E-10   0.08726646259971647      2.2276646882414602E-10   0.08726646259971647      2.3407163362382995E-10   0.08726646259971647      2.4487001805270604E-10   0.08726646259971647      2.5465008534389234E-10   0.08726646259971647      2.630310275366908E-10    0.08726646259971647      2.7031615815627925E-10   0.08726646259971647      2.764290952117257E-10    0.08726646259971647      2.8196985725735116E-10   0.08726646259971647      2.863698331996034E-10    0.08726646259971647      2.9056944126819847E-10   0.08726646259971647      2.9412390804950957E-10   0.08726646259971647      2.9784620347289463E-10   0.08726646259971647      3.020252848347118E-10    0.08726646259971647      3.075286026645962E-10    0.08726646259971647      3.1447113837718167E-10   0.08726646259971647
0.10471975511965977       4.098346598924299E-11    0.10471975511965977      5.126315961300082E-11    0.10471975511965977      6.464673772196628E-11    0.10471975511965977      7.923691428717478E-11    0.10471975511965977      9.659162278219287E-11    0.10471975511965977      1.1118909489234142E-10   0.10471975511965977      1.2702664580975271E-10   0.10471975511965977      1.4305353163602875E-10   0.10471975511965977      1.5800704768181503E-10   0.10471975511965977      1.7149688025671448E-10   0.10471975511965977      1.8499035604442508E-10   0.10471975511965977      1.9733061286606528E-10   0.10471975511965977      2.1029913528102154E-10   0.10471975511965977      2.209411079487061E-10    0.10471975511965977      2.3000243874419013E-10   0.10471975511965977      2.3745922003846355E-10   0.10471975511965977      2.4503159251590967E-10   0.10471975511965977      2.538608350010993E-10    0.10471975511965977      2.6562893826733887E-10   0.10471975511965977      2.792987636994331E-10    0.10471975511965977      2.9423982366717267E-10   0.10471975511965977      3.1002259999821053E-10   0.10471975511965977      3.267253949241908E-10    0.10471975511965977      3.445859511782846E-10    0.10471975511965977      3.6357986627175283E-10   0.10471975511965977      3.8368225489153535E-10   0.10471975511965977      4.045678221873144E-10    0.10471975511965977      4.249505436773286E-10    0.10471975511965977      4.443094758945048E-10    0.10471975511965977      4.617978712109457E-10    0.10471975511965977      4.768222649066883E-10    0.10471975511965977      4.899968885136333E-10    0.10471975511965977      5.012630806692567E-10    0.10471975511965977      5.11682756814165E-10     0.10471975511965977      5.202061930471146E-10    0.10471975511965977      5.284729866515624E-10    0.10471975511965977      5.355321267068398E-10    0.10471975511965977      5.427767964150977E-10    0.10471975511965977      5.506050582086128E-10    0.10471975511965977      5.605670699937023E-10    0.10471975511965977      5.728434436377089E-10    0.10471975511965977
0.12217304763960307       2.9220552918192554E-11   0.12217304763960307      3.710858734267919E-11    0.12217304763960307      4.7733926293958526E-11   0.12217304763960307      5.932228316920317E-11    0.12217304763960307      7.298875491625609E-11    0.12217304763960307      8.440039410257371E-11    0.12217304763960307      9.663283097124983E-11    0.12217304763960307      1.088380861170623E-10    0.12217304763960307      1.2010687150671797E-10   0.12217304763960307      1.302080794215028E-10    0.12217304763960307      1.403224436454973E-10    0.12217304763960307      1.4963716512411532E-10   0.12217304763960307      1.5953627343651108E-10   0.12217304763960307      1.678206178890642E-10    0.12217304763960307      1.7502281219197143E-10   0.12217304763960307      1.8104536108674931E-10   0.12217304763960307      1.8710763138299612E-10   0.12217304763960307      1.9399650031873898E-10   0.12217304763960307      2.0297819853045933E-10   0.12217304763960307      2.1325763081645372E-10   0.12217304763960307      2.2432807748954134E-10   0.12217304763960307      2.3592556127614587E-10   0.12217304763960307      2.4812635994833546E-10   0.12217304763960307      2.611777999320132E-10    0.12217304763960307      2.751467237631388E-10    0.12217304763960307      2.900871759600064E-10    0.12217304763960307      3.0578629312523244E-10   0.12217304763960307      3.213266309758618E-10    0.12217304763960307      3.3631991016194056E-10   0.12217304763960307      3.500937334777259E-10    0.12217304763960307      3.621331492052031E-10    0.12217304763960307      3.728056128530296E-10    0.12217304763960307      3.8196323817156146E-10   0.12217304763960307      3.9031254242916565E-10   0.12217304763960307      3.9699287211178596E-10   0.12217304763960307      4.032347225634902E-10    0.12217304763960307      4.0829849142315646E-10   0.12217304763960307      4.133163970093249E-10    0.12217304763960307      4.186520794912911E-10    0.12217304763960307      4.256012222829524E-10    0.12217304763960307      4.3437680752677997E-10   0.12217304763960307
0.13962634015954636       5.759357002447942E-12    0.13962634015954636      5.700343120415252E-12    0.13962634015954636      7.593184132317464E-12    0.13962634015954636      1.0587465482325716E-11   0.13962634015954636      1.4409826776888677E-11   0.13962634015954636      1.7683853027065464E-11   0.13962634015954636      2.097382430407503E-11    0.13962634015954636      2.3875377864715115E-11   0.13962634015954636      2.612289064206343E-11    0.13962634015954636      2.7667157846425425E-11   0.13962634015954636      2.886549127017168E-11    0.13962634015954636      2.9664241897242064E-11   0.13962634015954636      3.055888631114621E-11    0.13962634015954636      3.1339673688885556E-11   0.13962634015954636      3.226675537917908E-11    0.13962634015954636      3.3338868588432284E-11   0.13962634015954636      3.469667389377232E-11    0.13962634015954636      3.6358692335194566E-11   0.13962634015954636      3.8535284321299854E-11   0.13962634015954636      4.0972437846244696E-11   0.13962634015954636      4.347924864447492E-11    0.13962634015954636      4.5983314598555645E-11   0.13962634015954636      4.842125735479638E-11    0.13962634015954636      5.081184439582929E-11    0.13962634015954636      5.3155057544180964E-11   0.13962634015954636      5.5473283762090415E-11   0.13962634015954636      5.7843442841490495E-11   0.13962634015954636      6.022875465909079E-11    0.13962634015954636      6.27564279899042E-11     0.13962634015954636      6.544221972476824E-11    0.13962634015954636      6.823033008825467E-11    0.13962634015954636      7.109508415272394E-11    0.13962634015954636      7.382347540856767E-11    0.13962634015954636      7.63489757340336E-11     0.13962634015954636      7.828826984745052E-11    0.13962634015954636      7.97617058829292E-11     0.13962634015954636      8.052344604709665E-11    0.13962634015954636      8.082542487403693E-11    0.13962634015954636      8.083025004732087E-11    0.13962634015954636      8.091562942572632E-11    0.13962634015954636      8.134139649136368E-11    0.13962634015954636
0.15707963267948966       2.545563936994702E-11    0.15707963267948966      3.0135681848178315E-11   0.15707963267948966      3.575650517940158E-11    0.15707963267948966      4.231937140869518E-11    0.15707963267948966      5.1096598523855644E-11   0.15707963267948966      5.925215480571469E-11    0.15707963267948966      6.897397286693902E-11    0.15707963267948966      7.948014883134005E-11    0.15707963267948966      8.974255787864408E-11    0.15707963267948966      9.906850379151327E-11    0.15707963267948966      1.0795760134844456E-10   0.15707963267948966      1.1547447871278867E-10   0.15707963267948966      1.2252403174515887E-10   0.15707963267948966      1.2746314410793476E-10   0.15707963267948966      1.3093258676267672E-10   0.15707963267948966      1.3325402892319811E-10   0.15707963267948966      1.3579383286715408E-10   0.15707963267948966      1.3950293680182732E-10   0.15707963267948966      1.4553347995918963E-10   0.15707963267948966      1.5338904958820373E-10   0.15707963267948966      1.6276465321132744E-10   0.15707963267948966      1.732645933018847E-10    0.15707963267948966      1.8473831267182811E-10   0.15707963267948966      1.96991709841115E-10     0.15707963267948966      2.0962898366877412E-10   0.15707963267948966      2.2229561897542571E-10   0.15707963267948966      2.3459717388712235E-10   0.15707963267948966      2.4564383878857077E-10   0.15707963267948966      2.552100646293098E-10    0.15707963267948966      2.6303836945711307E-10   0.15707963267948966      2.6917807195117667E-10   0.15707963267948966      2.744102762737574E-10    0.15707963267948966      2.7911213582275533E-10   0.15707963267948966      2.842009728348951E-10    0.15707963267948966      2.891988633910648E-10    0.15707963267948966      2.949792330038435E-10    0.15707963267948966      3.0080884150691227E-10   0.15707963267948966      3.0711360120096166E-10   0.15707963267948966      3.1374138565427206E-10   0.15707963267948966      3.211634150548329E-10    0.15707963267948966      3.2919910587543746E-10   0.15707963267948966
