% Model:              Numerators_sphereDipole.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 17 2025, 12:59
% Dimension:          1
% Nodes:              1001
% Expressions:        20
% Description:        Radiation pattern
% theta                   (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle
0                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.12566370614359174       3.9515405787244557E-16   0.12566370614359174      4.0060176555874157E-16   0.12566370614359174      4.0609701839018316E-16   0.12566370614359174      4.1054378832843847E-16   0.12566370614359174      4.1559716056950497E-16   0.12566370614359174      4.217804854894298E-16    0.12566370614359174      4.2845914010904234E-16   0.12566370614359174      4.342737250954743E-16    0.12566370614359174      4.4233507969650574E-16   0.12566370614359174      4.495967910505962E-16    0.12566370614359174
0.13194689145077132       1.4490014918928581E-15   0.13194689145077132      1.4855269371125278E-15   0.13194689145077132      1.5225648079295162E-15   0.13194689145077132      1.5554519178436589E-15   0.13194689145077132      1.590292562979925E-15    0.13194689145077132      1.6295639955599118E-15   0.13194689145077132      1.6701733278556318E-15   0.13194689145077132      1.7067631355599315E-15   0.13194689145077132      1.7510807533211958E-15   0.13194689145077132      1.7921875571661494E-15   0.13194689145077132
0.13823007675795088       3.5453966526234013E-15   0.1382300767579509       3.620215847387179E-15    0.1382300767579509       3.696281760137551E-15    0.1382300767579509       3.761948188642361E-15    0.1382300767579509       3.832110795180135E-15    0.1382300767579509       3.912541412280219E-15    0.1382300767579509       3.996031047977766E-15    0.1382300767579509       4.069929130947192E-15    0.1382300767579509       4.162232039047986E-15    0.1382300767579509       4.246674035172595E-15    0.1382300767579509
0.1445132620651305        1.0809136378147322E-15   0.1445132620651305       1.1033222953366033E-15   0.1445132620651305       1.1260465631083854E-15   0.1445132620651305       1.1455560623346308E-15   0.1445132620651305       1.1662552475481188E-15   0.1445132620651305       1.1897428387787046E-15   0.1445132620651305       1.2140036084022202E-15   0.1445132620651305       1.235336319655601E-15    0.1445132620651305       1.2619452139951543E-15   0.1445132620651305       1.2859538502948182E-15   0.1445132620651305
0.15079644737231007       5.525087651541148E-16    0.15079644737231007      5.643810819103663E-16    0.15079644737231007      5.760212663046909E-16    0.15079644737231007      5.85955787907538E-16     0.15079644737231007      5.96678671603244E-16     0.15079644737231007      6.089185295565105E-16    0.15079644737231007      6.215940598286464E-16    0.15079644737231007      6.327167601008251E-16    0.15079644737231007      6.467784790307622E-16    0.15079644737231007      6.595970421667306E-16    0.15079644737231007
0.15707963267948966       2.909675150216026E-15    0.15707963267948966      2.9602163041112587E-15   0.15707963267948966      3.011215868030187E-15    0.15707963267948966      3.0535939142460526E-15   0.15707963267948966      3.100018459001217E-15    0.15707963267948966      3.155000004646701E-15    0.15707963267948966      3.212781771421998E-15    0.15707963267948966      3.2629050702848254E-15   0.15707963267948966      3.3287292473664834E-15   0.15707963267948966      3.3885048108131157E-15   0.15707963267948966
0.16336281798666927       1.6634218732006376E-15   0.16336281798666927      1.6875190893610396E-15   0.16336281798666927      1.7119634774004022E-15   0.16336281798666927      1.7315913904644728E-15   0.16336281798666927      1.753549498850156E-15    0.16336281798666927      1.78032080342727E-15     0.16336281798666927      1.8088586450358835E-15   0.16336281798666927      1.833258730255334E-15    0.16336281798666927      1.8667105221770023E-15   0.16336281798666927      1.8967893315150136E-15   0.16336281798666927
0.16964600329384882       1.478288220206608E-16    0.16964600329384882      1.545994581623445E-16    0.16964600329384882      1.6140846463477705E-16   0.16964600329384882      1.6797312027094685E-16   0.16964600329384882      1.7486148921909673E-16   0.16964600329384882      1.823226340299195E-16    0.16964600329384882      1.900784215964328E-16    0.16964600329384882      1.9750446135737027E-16   0.16964600329384882      2.0593842453131135E-16   0.16964600329384882      2.1405600332631644E-16   0.16964600329384882
0.1759291886010284        2.2161810172380618E-15   0.1759291886010284       2.2682881687252173E-15   0.1759291886010284       2.3211632660279306E-15   0.1759291886010284       2.367668885781331E-15    0.1759291886010284       2.4170785568360667E-15   0.1759291886010284       2.473126575355473E-15    0.1759291886010284       2.531164092221889E-15    0.1759291886010284       2.5830739459626648E-15   0.1759291886010284       2.646731445264307E-15    0.1759291886010284       2.7053863787597164E-15   0.1759291886010284
0.18221237390820802       2.284372636741148E-15    0.182212373908208        2.3319443110565255E-15   0.182212373908208        2.3802633347644705E-15   0.182212373908208        2.421912585276136E-15    0.182212373908208        2.4662882175822084E-15   0.182212373908208        2.5170281792710863E-15   0.182212373908208        2.5696384308658975E-15   0.182212373908208        2.6159938281104484E-15   0.182212373908208        2.674033259795653E-15    0.182212373908208        2.7267430948595635E-15   0.182212373908208
