% Model:              Denominators.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 17 2025, 11:22
% Dimension:          1
% Nodes:              1001
% Expressions:        40
% Description:        Radiation pattern
% theta                   (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle
0                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.006283185307179587      2.6282114471488098E-17   0.006283185307179587     3.198731199791502E-17    0.006283185307179587     3.8681668276391445E-17   0.006283185307179587     4.319433381116912E-17    0.006283185307179587     4.24488623439044E-17     0.006283185307179587     4.048396655725795E-17    0.006283185307179587     3.899217011994982E-17    0.006283185307179587     3.7948494957207765E-17   0.006283185307179587     3.719748989288389E-17    0.006283185307179587     3.598069552440956E-17    0.006283185307179587     3.536903890026411E-17    0.006283185307179587     3.432772602741062E-17    0.006283185307179587     3.391260066782805E-17    0.006283185307179587     3.3310797957463345E-17   0.006283185307179587     3.262472717968435E-17    0.006283185307179587     3.2254258899179345E-17   0.006283185307179587     3.203310189638361E-17    0.006283185307179587     3.1746758499031406E-17   0.006283185307179587     3.134543529806414E-17    0.006283185307179587     3.144447442569468E-17    0.006283185307179587
0.012566370614359173      4.791518496316912E-17    0.012566370614359173     5.831352017342011E-17    0.012566370614359173     7.051437972467064E-17    0.012566370614359173     7.873779592456751E-17    0.012566370614359173     7.737517835731987E-17    0.012566370614359173     7.379009880145014E-17    0.012566370614359173     7.10677033636082E-17     0.012566370614359173     6.916207700665589E-17    0.012566370614359173     6.778999974149844E-17    0.012566370614359173     6.556936818655474E-17    0.012566370614359173     6.445159686641658E-17    0.012566370614359173     6.255106610915584E-17    0.012566370614359173     6.179168353327706E-17    0.012566370614359173     6.069225105105757E-17    0.012566370614359173     5.943953710008645E-17    0.012566370614359173     5.876176708425748E-17    0.012566370614359173     5.835632682583011E-17    0.012566370614359173     5.78322032072358E-17     0.012566370614359173     5.709844439350171E-17    0.012566370614359173     5.727631953391225E-17    0.012566370614359173
0.01884955592153876       1.991124553426712E-17    0.01884955592153876      2.4229590838237895E-17   0.01884955592153876      2.9296084968474473E-17   0.01884955592153876      3.270979687013954E-17    0.01884955592153876      3.2140021017090376E-17   0.01884955592153876      3.064738047403303E-17    0.01884955592153876      2.951339032453424E-17    0.01884955592153876      2.871852931913876E-17    0.01884955592153876      2.814533442633569E-17    0.01884955592153876      2.722019348236033E-17    0.01884955592153876      2.6752909081644776E-17   0.01884955592153876      2.5960836342949713E-17   0.01884955592153876      2.564253083163107E-17    0.01884955592153876      2.5183096641504482E-17   0.01884955592153876      2.466039746836415E-17    0.01884955592153876      2.437599615346015E-17    0.01884955592153876      2.4204903423469408E-17   0.01884955592153876      2.3984694033220838E-17   0.01884955592153876      2.367722399914551E-17    0.01884955592153876      2.3747956448866844E-17   0.01884955592153876
0.025132741228718346      6.015467041466147E-20    0.025132741228718346     7.376006787620435E-20    0.025132741228718346     8.970202101816166E-20    0.025132741228718346     1.0065659755553587E-19   0.025132741228718346     9.951843097791856E-20    0.025132741228718346     9.543082018549405E-20    0.025132741228718346     9.24069528218813E-20     0.025132741228718346     9.039347452503181E-20    0.025132741228718346     8.905229830743337E-20    0.025132741228718346     8.653239907199458E-20    0.025132741228718346     8.544772436859972E-20    0.025132741228718346     8.329182709811736E-20    0.025132741228718346     8.26204093807347E-20     0.025132741228718346     8.147994468196195E-20    0.025132741228718346     8.010330056508335E-20    0.025132741228718346     7.949389414078262E-20    0.025132741228718346     7.92173726125125E-20     0.025132741228718346     7.87814101965498E-20     0.025132741228718346     7.806978641944198E-20    0.025132741228718346     7.859098074629489E-20    0.025132741228718346
0.031415926535897934      1.3293206020560571E-17   0.03141592653589793      1.6175806909551407E-17   0.03141592653589793      1.9558375200881405E-17   0.03141592653589793      2.183728779496706E-17    0.03141592653589793      2.145754856382076E-17    0.03141592653589793      2.0461334490882947E-17   0.03141592653589793      1.9704664970291138E-17   0.03141592653589793      1.9174882069531757E-17   0.03141592653589793      1.87933352137406E-17     0.03141592653589793      1.8176340925544865E-17   0.03141592653589793      1.7865608009522667E-17   0.03141592653589793      1.7338433905811304E-17   0.03141592653589793      1.7127415999574713E-17   0.03141592653589793      1.6822981200129432E-17   0.03141592653589793      1.6475641935671502E-17   0.03141592653589793      1.62889054642217E-17     0.03141592653589793      1.6177651507863964E-17   0.03141592653589793      1.6033332614795837E-17   0.03141592653589793      1.5831747106789246E-17   0.03141592653589793      1.5883161380043094E-17   0.03141592653589793
0.03769911184307752       1.3661061112304363E-17   0.037699111843077525     1.6616133374164754E-17   0.037699111843077525     2.0083217486629823E-17   0.037699111843077525     2.2416059482352173E-17   0.037699111843077525     2.2017433332580912E-17   0.037699111843077525     2.0986779475522712E-17   0.037699111843077525     2.0202786680052907E-17   0.037699111843077525     1.965173560258509E-17    0.037699111843077525     1.92531039569885E-17     0.037699111843077525     1.8613865893037685E-17   0.037699111843077525     1.8288767121613916E-17   0.037699111843077525     1.774278364315381E-17    0.037699111843077525     1.7520568157791276E-17   0.037699111843077525     1.720345503805966E-17    0.037699111843077525     1.6842810228691528E-17   0.037699111843077525     1.664691750504319E-17    0.037699111843077525     1.652880862863089E-17    0.037699111843077525     1.637705562067211E-17    0.037699111843077525     1.6166874123191875E-17   0.037699111843077525     1.6215572124773455E-17   0.037699111843077525
0.0439822971502571        7.731051869176508E-19    0.0439822971502571       9.383687452687347E-19    0.0439822971502571       1.1321406892461465E-18   0.0439822971502571       1.2617024126934544E-18   0.0439822971502571       1.2370149133002594E-18   0.0439822971502571       1.1768818893332158E-18   0.0439822971502571       1.1309037840641188E-18   0.0439822971502571       1.0980812787128212E-18   0.0439822971502571       1.0739958659990712E-18   0.0439822971502571       1.036601830246235E-18    0.0439822971502571       1.0169278359007244E-18   0.0439822971502571       9.852327568905817E-19    0.0439822971502571       9.715660085717747E-19    0.0439822971502571       9.529483518716443E-19    0.0439822971502571       9.319631228867628E-19    0.0439822971502571       9.20419378838171E-19     0.0439822971502571       9.13340557052129E-19     0.0439822971502571       9.044903591614506E-19    0.0439822971502571       8.924994411410099E-19    0.0439822971502571       8.949860122278237E-19    0.0439822971502571
0.05026548245743669       5.213250338558449E-18    0.05026548245743669      6.352072850196412E-18    0.05026548245743669      7.688696414507202E-18    0.05026548245743669      8.592692505178227E-18    0.05026548245743669      8.452719712865113E-18    0.05026548245743669      8.069571659702477E-18    0.05026548245743669      7.7798573483415E-18      0.05026548245743669      7.578981746035034E-18    0.05026548245743669      7.436147308352815E-18    0.05026548245743669      7.199691741483941E-18    0.05026548245743669      7.083634535687563E-18    0.05026548245743669      6.880777776633532E-18    0.05026548245743669      6.803221982760376E-18    0.05026548245743669      6.687284107671059E-18    0.05026548245743669      6.554261819639515E-18    0.05026548245743669      6.483593735650776E-18    0.05026548245743669      6.442428720370659E-18    0.05026548245743669      6.38804432180802E-18     0.05026548245743669      6.309934531707924E-18    0.05026548245743669      6.331996890553057E-18    0.05026548245743669
0.05654866776461628       1.0395815475418952E-17   0.05654866776461628      1.2655377836534939E-17   0.05654866776461628      1.5306557989213662E-17   0.05654866776461628      1.7094933909219765E-17   0.05654866776461628      1.6802633460798437E-17   0.05654866776461628      1.6027671354556788E-17   0.05654866776461628      1.543970716080519E-17    0.05654866776461628      1.502855448095234E-17    0.05654866776461628      1.4733164020658505E-17   0.05654866776461628      1.4253087184127326E-17   0.05654866776461628      1.401213562275872E-17    0.05654866776461628      1.3600548204855647E-17   0.05654866776461628      1.3436889582907228E-17   0.05654866776461628      1.3198489669917614E-17   0.05654866776461628      1.2926736519291232E-17   0.05654866776461628      1.277902952182695E-17    0.05654866776461628      1.269040218395404E-17    0.05654866776461628      1.2575772254796401E-17   0.05654866776461628      1.2414705781822517E-17   0.05654866776461628      1.2451545118031224E-17   0.05654866776461628
