% Model:              DipoleAxial_above.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 11 2025, 22:47
% Dimension:          1
% Nodes:              181
% Expressions:        22
% Description:        Radiation pattern
% theta                   Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle
0                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.03490658503988659       8.554917028497219E-4     0.03490658503988659      5.173587186140601E-4     0.03490658503988659      5.728191549687916E-4     0.03490658503988659      8.882995486780455E-4     0.03490658503988659      0.001139132085054424     0.03490658503988659      0.0012839076177963266    0.03490658503988659      0.0013479589665797954    0.03490658503988659      0.0014410843279494595    0.03490658503988659      0.0016498634100100143    0.03490658503988659      0.0018972094749571682    0.03490658503988659      0.002088749747485302     0.03490658503988659
0.06981317007977318       7.054395645279204E-4     0.06981317007977318      4.2431220491123136E-4    0.06981317007977318      5.76587482503496E-4      0.06981317007977318      0.0010190002364648828    0.06981317007977318      0.0013403868421971847    0.06981317007977318      0.0015152536872228973    0.06981317007977318      0.0016057671090531393    0.06981317007977318      0.0017616612825818723    0.06981317007977318      0.0020544109222967433    0.06981317007977318      0.0023631833152029866    0.06981317007977318      0.002577812800422595     0.06981317007977318
0.10471975511965977       8.795236915592604E-4     0.10471975511965977      5.714540124387754E-4     0.10471975511965977      6.487708200156779E-4     0.10471975511965977      0.0011699400371157126    0.10471975511965977      0.00153014061194843      0.10471975511965977      0.0016718469644199838    0.10471975511965977      0.0016953906143080896    0.10471975511965977      0.001848334767208445     0.10471975511965977      0.002235454543853902     0.10471975511965977      0.0026615539167755557    0.10471975511965977      0.002962294024582598     0.10471975511965977
0.13962634015954636       8.010348376899892E-4     0.13962634015954636      5.89264608162589E-4      0.13962634015954636      2.0106018485711264E-4    0.13962634015954636      7.039587988245434E-4     0.13962634015954636      0.0011612649805711275    0.13962634015954636      0.001359137396120426     0.13962634015954636      0.0012894293253339721    0.13962634015954636      0.001158396245503249     0.13962634015954636      0.0012979200694429058    0.13962634015954636      0.001660005866235584     0.13962634015954636      0.001974783820019852     0.13962634015954636
0.17453292519943295       6.903664210329499E-4     0.17453292519943295      2.946572074230896E-4     0.17453292519943295      4.105027217927149E-4     0.17453292519943295      9.164334548943142E-4     0.17453292519943295      0.0011260073533060516    0.17453292519943295      0.0010392105199791887    0.17453292519943295      8.177205595622489E-4     0.17453292519943295      9.135598965882931E-4     0.17453292519943295      0.0013691393030015042    0.17453292519943295      0.0017826332530920003    0.17453292519943295      0.0019750063460220162    0.17453292519943295
0.20943951023931953       8.035802062598924E-4     0.2094395102393195       7.591434916835499E-4     0.2094395102393195       1.9282215982628065E-4    0.2094395102393195       5.742883901136432E-4     0.2094395102393195       0.0012072900916280899    0.2094395102393195       0.0015638273982710065    0.2094395102393195       0.0015534483211358439    0.2094395102393195       0.001292817596521898     0.2094395102393195       0.0011805838883392752    0.2094395102393195       0.001502572084941849     0.2094395102393195       0.0019650309812693834    0.2094395102393195
0.24434609527920614       5.639942777216542E-4     0.24434609527920614      5.238349677975385E-4     0.24434609527920614      6.640523809664506E-4     0.24434609527920614      7.901633355524093E-4     0.24434609527920614      7.087897812729229E-4     0.24434609527920614      4.3216060604887055E-4    0.24434609527920614      1.0753837176019808E-4    0.24434609527920614      4.6391573000722055E-4    0.24434609527920614      8.209152329545665E-4     0.24434609527920614      0.0010002543175121673    0.24434609527920614      9.617115704669656E-4     0.24434609527920614
0.2792526803190927        7.611036097247007E-4     0.2792526803190927       8.193568427316232E-4     0.2792526803190927       3.6942423725368055E-4    0.2792526803190927       4.6624057790582414E-4    0.2792526803190927       0.0010221849752599537    0.2792526803190927       0.001354815939798002     0.2792526803190927       0.0013357658983998062    0.2792526803190927       0.0010032770715796171    0.2792526803190927       6.469450954141938E-4     0.2792526803190927       8.728781199399945E-4     0.2792526803190927       0.0013943429237649855    0.2792526803190927
0.3141592653589793        3.8293949251135744E-4    0.3141592653589793       0.0010774908812184471    0.3141592653589793       0.001301191834014956     0.3141592653589793       9.931999881110816E-4     0.3141592653589793       3.57668669270889E-4      0.3141592653589793       6.65388641879713E-4      0.3141592653589793       0.0014122692908306255    0.3141592653589793       0.0018923147410448086    0.3141592653589793       0.0020040040038732743    0.3141592653589793       0.0017635710677044903    0.3141592653589793       0.0014064913494625606    0.3141592653589793
