% Model:              DipoleAxial_above2.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 15 2025, 21:07
% Dimension:          1
% Nodes:              1001
% Expressions:        8
% Description:        Radiation pattern
% theta                   Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle          Far-field norm           Elevation angle
0                         0                        0                        0                        0                        0                        0                        0                        0
0.006283185307179587      0.09913835290364961      0.006283185307179587     0.17797604974342313      0.006283185307179587     0.2740333270259598       0.006283185307179587     0.3442089965361946       0.006283185307179587
0.012566370614359173      0.20184356827433314      0.012566370614359173     0.3627341624025456       0.012566370614359173     0.5577327498876248       0.012566370614359173     0.7002314938502615       0.012566370614359173
0.01884955592153876       0.3080473911315645       0.01884955592153876      0.5544769011210625       0.01884955592153876      0.8505052015962339       0.01884955592153876      1.0672770760784458       0.01884955592153876
0.025132741228718346      0.4136133067777838       0.025132741228718346     0.7457504166825998       0.025132741228718346     1.1403310850367392       0.025132741228718346     1.4308536686249593       0.025132741228718346
0.031415926535897934      0.5155749617781163       0.03141592653589793      0.9307774520830229       0.03141592653589793      1.4185031987694376       0.03141592653589793      1.7809219461047059       0.03141592653589793
0.03769911184307752       0.6166877786822192       0.037699111843077525     1.114009274330501        0.037699111843077525     1.6926364439777162       0.037699111843077525     2.127119984758945        0.037699111843077525
0.0439822971502571        0.7214406430676685       0.0439822971502571       1.3033006585868996       0.0439822971502571       1.975906478313808        0.0439822971502571       2.4848742792409952       0.0439822971502571
0.05026548245743669       0.8288608362858886       0.05026548245743669      1.4969418087431623       0.05026548245743669      2.266881441826432        0.05026548245743669      2.851142259882706        0.05026548245743669
0.05654866776461628       0.9338874345476863       0.05654866776461628      1.6860195525117314       0.05654866776461628      2.5526711605836687       0.05654866776461628      3.209394834414695        0.05654866776461628
0.06283185307179587       1.035313428687336        0.06283185307179587      1.8687028962883427       0.06283185307179587      2.8303471769912227       0.06283185307179587      3.5563009041908913       0.06283185307179587
0.06911503837897544       1.1370507484376269       0.06911503837897544      2.05238046397338         0.06911503837897544      3.1103574408557533       0.06911503837897544      3.905431156160746        0.06911503837897544
0.07539822368615504       1.2412934665183253       0.07539822368615504      2.2410972123663844       0.07539822368615504      3.39799216055641         0.07539822368615504      4.264018000475241        0.07539822368615504
0.08168140899333463       1.345576498195798        0.08168140899333463      2.430221337410447        0.08168140899333463      3.6856679023558283       0.08168140899333463      4.623429520164099        0.08168140899333463
0.0879645943005142        1.4474675765348122       0.0879645943005142       2.6150870345429813       0.0879645943005142       3.966070526444314        0.0879645943005142       4.975282035552549        0.0879645943005142
0.09424777960769379       1.548040437355599        0.09424777960769379      2.797366420834074        0.09424777960769379      4.241833768339522        0.09424777960769379      5.323018991853297        0.09424777960769379
0.10053096491487339       1.6496299809293384       0.10053096491487339      2.98103303585593         0.10053096491487339      4.519445240430112        0.10053096491487339      5.674132361087438        0.10053096491487339
0.10681415022205297       1.7529959262435373       0.10681415022205297      3.167348820643957        0.10681415022205297      4.801408112622734        0.10681415022205297      6.030628582947874        0.10681415022205297
0.11309733552923255       1.8574739389300887       0.11309733552923255      3.3552637242703516       0.11309733552923255      5.086477380487285        0.11309733552923255      6.389817691743936        0.11309733552923255
0.11938052083641214       1.9619319385324239       0.11938052083641214      3.543084084382161        0.11938052083641214      5.372059953661356        0.11938052083641214      6.747926917177953        0.11938052083641214
0.12566370614359174       2.06513806311711         0.12566370614359174      3.728941257390103        0.12566370614359174      5.655029528053271        0.12566370614359174      7.1015012317410084       0.12566370614359174
0.13194689145077132       2.166505951865663        0.13194689145077132      3.911973943941858        0.13194689145077132      5.933645697036881        0.13194689145077132      7.44946105562815         0.13194689145077132
0.13823007675795088       2.266768765990145        0.1382300767579509       4.093459870035267        0.1382300767579509       6.209436353248364        0.1382300767579509       7.794590007191121        0.1382300767579509
0.1445132620651305        2.3674373787615144       0.1445132620651305       4.275864968035287        0.1445132620651305       6.4860008829813545       0.1445132620651305       8.141517759465739        0.1445132620651305
0.15079644737231007       2.4695557600189146       0.15079644737231007      4.4607793268636          0.15079644737231007      6.765982017147346        0.15079644737231007      8.49317385655813         0.15079644737231007
0.15707963267948966       2.572878115571969        0.15707963267948966      4.647635305217935        0.15707963267948966      7.048923433633997        0.15707963267948966      8.848642885229749        0.15707963267948966
0.16336281798666927       2.676054635263041        0.16336281798666927      4.834064936336247        0.16336281798666927      7.331498006545018        0.16336281798666927      9.203706196631536        0.16336281798666927
