% Model:              Numerators_sphereDipole.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 17 2025, 23:01
% Dimension:          1
% Nodes:              1001
% Expressions:        38
% Description:        Radiation pattern
% theta                   (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle          (emw.normEfar^2)         Elevation angle
0                         0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.006283185307179587      3.460720801342399E-15    0.006283185307179587     3.697005858213359E-15    0.006283185307179587     4.3152173189505646E-15   0.006283185307179587     5.250995815704189E-15    0.006283185307179587     6.4607966431842365E-15   0.006283185307179587     7.905842548458648E-15    0.006283185307179587     9.557463837130807E-15    0.006283185307179587     1.1379456115918828E-14   0.006283185307179587     1.3346542383483839E-14   0.006283185307179587     1.544130107708091E-14    0.006283185307179587     1.7673098875918973E-14   0.006283185307179587     1.9998127214514217E-14   0.006283185307179587     2.2432271939601745E-14   0.006283185307179587     2.4950024396584885E-14   0.006283185307179587     2.7520876237157247E-14   0.006283185307179587     3.015965454643509E-14    0.006283185307179587     3.287228565629962E-14    0.006283185307179587     3.561986975683412E-14    0.006283185307179587     3.839984395376179E-14    0.006283185307179587
0.012566370614359173      6.3034630177922334E-15   0.012566370614359173     6.731291284012525E-15    0.012566370614359173     7.854662499066753E-15    0.012566370614359173     9.556284211805189E-15    0.012566370614359173     1.1757191333876388E-14   0.012566370614359173     1.4387074989236787E-14   0.012566370614359173     1.7393829387947383E-14   0.012566370614359173     2.0711358203406888E-14   0.012566370614359173     2.429318554451854E-14    0.012566370614359173     2.8107130196283868E-14   0.012566370614359173     3.2169720607719626E-14   0.012566370614359173     3.640116337488896E-14    0.012566370614359173     4.083035968852008E-14    0.012566370614359173     4.541123771115042E-14    0.012566370614359173     5.0088805633057656E-14   0.012566370614359173     5.489054061622496E-14    0.012566370614359173     5.982755499222113E-14    0.012566370614359173     6.482923060531527E-14    0.012566370614359173     6.989058654884402E-14    0.012566370614359173
0.01884955592153876       2.6132237220838384E-15   0.01884955592153876      2.7872360506769533E-15   0.01884955592153876      3.2491229572802372E-15   0.01884955592153876      3.9504113142735546E-15   0.01884955592153876      4.859038206761333E-15    0.01884955592153876      5.946421533677502E-15    0.01884955592153876      7.19114452950546E-15     0.01884955592153876      8.565523089761234E-15    0.01884955592153876      1.004953451093811E-14    0.01884955592153876      1.1629062164778307E-14   0.01884955592153876      1.3310097078262317E-14   0.01884955592153876      1.5059526020690147E-14   0.01884955592153876      1.6889324698649432E-14   0.01884955592153876      1.8781063741321684E-14   0.01884955592153876      2.0712900154325363E-14   0.01884955592153876      2.269702773248173E-14    0.01884955592153876      2.4738576456198865E-14   0.01884955592153876      2.6808613996305135E-14   0.01884955592153876      2.890457266340457E-14    0.01884955592153876
0.025132741228718346      8.679192701177623E-18    0.025132741228718346     9.591990092213299E-18    0.025132741228718346     1.1606251954896526E-17   0.025132741228718346     1.4581424273229E-17      0.025132741228718346     1.8334145763370815E-17   0.025132741228718346     2.265287564544497E-17    0.025132741228718346     2.7365570867752482E-17   0.025132741228718346     3.233814288689294E-17    0.025132741228718346     3.7544158373931554E-17   0.025132741228718346     4.3029794671679345E-17   0.025132741228718346     4.89679563350325E-17     0.025132741228718346     5.5318688427142226E-17   0.025132741228718346     6.221156786191366E-17    0.025132741228718346     6.956587870080236E-17    0.025132741228718346     7.721210145652856E-17    0.025132741228718346     8.50856102278644E-17     0.025132741228718346     9.307960345018974E-17    0.025132741228718346     1.0097753415897844E-16   0.025132741228718346     1.0875384925504231E-16   0.025132741228718346
0.031415926535897934      1.7482933170125087E-15   0.03141592653589793      1.8716079703977386E-15   0.03141592653589793      2.1910590938329477E-15   0.03141592653589793      2.6724097560487866E-15   0.03141592653589793      3.291376106356579E-15    0.03141592653589793      4.026525290627487E-15    0.03141592653589793      4.862647273158082E-15    0.03141592653589793      5.7821029516884795E-15   0.03141592653589793      6.774119926719618E-15    0.03141592653589793      7.832123277704051E-15    0.03141592653589793      8.963159183932643E-15    0.03141592653589793      1.0145614845063964E-14   0.03141592653589793      1.1387548812041584E-14   0.03141592653589793      1.2674382326239766E-14   0.03141592653589793      1.3988252171547683E-14   0.03141592653589793      1.5334385666988044E-14   0.03141592653589793      1.6714205827170625E-14   0.03141592653589793      1.8107142954912505E-14   0.03141592653589793      1.951285900116173E-14    0.03141592653589793
0.03769911184307752       1.784537985181506E-15    0.037699111843077525     1.9081125944511477E-15   0.037699111843077525     2.233404650407092E-15    0.037699111843077525     2.7242355791798666E-15   0.037699111843077525     3.3551599861147455E-15   0.037699111843077525     4.103941253508717E-15    0.037699111843077525     4.9550144506879806E-15   0.037699111843077525     5.890609022795557E-15    0.037699111843077525     6.900137313068812E-15    0.037699111843077525     7.977336432846574E-15    0.037699111843077525     9.12960014474181E-15     0.037699111843077525     1.0335069354234349E-14   0.037699111843077525     1.1601732083486897E-14   0.037699111843077525     1.2914355838233613E-14   0.037699111843077525     1.4254360976480456E-14   0.037699111843077525     1.5626709315805293E-14   0.037699111843077525     1.7032664752327988E-14   0.037699111843077525     1.845131796784019E-14    0.037699111843077525     1.9882390145097485E-14   0.037699111843077525
0.0439822971502571        9.850910270404672E-17    0.0439822971502571       1.0599799536498046E-16   0.0439822971502571       1.2542523279952281E-16   0.0439822971502571       1.54102385104431E-16     0.0439822971502571       1.900566496169297E-16    0.0439822971502571       2.3172992600059116E-16   0.0439822971502571       2.782803541637117E-16    0.0439822971502571       3.290493403341129E-16    0.0439822971502571       3.8400071479982176E-16   0.0439822971502571       4.433266599646114E-16    0.0439822971502571       5.07809135442257E-16     0.0439822971502571       5.762612440019259E-16    0.0439822971502571       6.489078540262691E-16    0.0439822971502571       7.243904585901179E-16    0.0439822971502571       8.011036043075811E-16    0.0439822971502571       8.788614842274058E-16    0.0439822971502571       9.575081764536762E-16    0.0439822971502571       1.0358944507891644E-15   0.0439822971502571       1.1143187861858358E-15   0.0439822971502571
0.05026548245743669       6.970342724502889E-16    0.05026548245743669      7.438537160902281E-16    0.05026548245743669      8.640335163580839E-16    0.05026548245743669      1.0466173650902728E-15   0.05026548245743669      1.2849202004769573E-15   0.05026548245743669      1.5728292237942128E-15   0.05026548245743669      1.905311377650524E-15    0.05026548245743669      2.2746467721181323E-15   0.05026548245743669      2.674183740851183E-15    0.05026548245743669      3.098498624598776E-15    0.05026548245743669      3.5476403418782357E-15   0.05026548245743669      4.011972798586433E-15    0.05026548245743669      4.494711958052486E-15    0.05026548245743669      4.991985829210993E-15    0.05026548245743669      5.499544770854505E-15    0.05026548245743669      6.02229810677542E-15     0.05026548245743669      6.562866862357539E-15    0.05026548245743669      7.114166502077094E-15    0.05026548245743669      7.675231924212754E-15    0.05026548245743669
0.05654866776461628       1.3700631617230572E-15   0.05654866776461628      1.4579126417876122E-15   0.05654866776461628      1.6929935780909652E-15   0.05654866776461628      2.0520531211445194E-15   0.05654866776461628      2.52074424290044E-15     0.05654866776461628      3.086040880243658E-15    0.05654866776461628      3.7374048291069245E-15   0.05654866776461628      4.459593770591363E-15    0.05654866776461628      5.240056906877387E-15    0.05654866776461628      6.068943641090579E-15    0.05654866776461628      6.947221407836345E-15    0.05654866776461628      7.856650476897083E-15    0.05654866776461628      8.803782783656717E-15    0.05654866776461628      9.780703232751047E-15    0.05654866776461628      1.0778442477745598E-14   0.05654866776461628      1.1805757274125508E-14   0.05654866776461628      1.2867029715863593E-14   0.05654866776461628      1.3947857679106933E-14   0.05654866776461628      1.5046144362117E-14      0.05654866776461628
